"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2021 Spring Primary","59024","TOWN OF HERMAN - SHAWANO COUNTY","26","26","0","0"
"2021 Spring Primary","59026","TOWN OF HUTCHINS - SHAWANO COUNTY","7","7","3","0"
"2021 Spring Primary","59028","TOWN OF LESSOR - SHAWANO COUNTY","23","23","10","0"
"2021 Spring Primary","59030","TOWN OF MAPLE GROVE - SHAWANO COUNTY","40","40","29","0"
"2021 Spring Primary","59032","TOWN OF MORRIS - SHAWANO COUNTY","4","4","1","0"
"2021 Spring Primary","59034","TOWN OF NAVARINO - SHAWANO COUNTY","4","4","1","0"
"2021 Spring Primary","59036","TOWN OF PELLA - SHAWANO COUNTY","20","20","14","1"
"2021 Spring Primary","59038","TOWN OF RED SPRINGS - SHAWANO COUNTY","27","27","14","0"
"2021 Spring Primary","59040","TOWN OF RICHMOND - SHAWANO COUNTY","82","82","56","11"
"2021 Spring Primary","59042","TOWN OF SENECA - SHAWANO COUNTY","17","17","12","0"
"2021 Spring Primary","59044","TOWN OF WASHINGTON - SHAWANO COUNTY","61","58","28","0"
"2021 Spring Primary","59046","TOWN OF WAUKECHON - SHAWANO COUNTY","12","9","0","0"
"2021 Spring Primary","59048","TOWN OF WESCOTT - SHAWANO COUNTY","189","189","65","5"
"2021 Spring Primary","59050","TOWN OF WITTENBERG - SHAWANO COUNTY","10","10","7","0"
"2021 Spring Primary","59101","VILLAGE OF ANIWA - SHAWANO COUNTY","1","1","1","0"
"2021 Spring Primary","59106","VILLAGE OF BIRNAMWOOD - MULTIPLE COUNTIES","14","14","3","0"
"2021 Spring Primary","59107","VILLAGE OF BONDUEL - SHAWANO COUNTY","45","45","18","3"
"2021 Spring Primary","59108","VILLAGE OF BOWLER - SHAWANO COUNTY","9","9","3","0"
"2021 Spring Primary","59111","VILLAGE OF CECIL - SHAWANO COUNTY","28","26","15","0"
"2021 Spring Primary","59121","VILLAGE OF ELAND - SHAWANO COUNTY","11","11","6","0"
"2021 Spring Primary","59131","VILLAGE OF GRESHAM - SHAWANO COUNTY","15","15","5","0"
"2021 Spring Primary","59151","VILLAGE OF MATTOON - SHAWANO COUNTY","11","11","3","0"
"2021 Spring Primary","59186","VILLAGE OF TIGERTON - SHAWANO COUNTY","14","14","3","0"
"2021 Spring Primary","59191","VILLAGE OF WITTENBERG - SHAWANO COUNTY","44","44","19","0"
"2021 Spring Primary","59281","CITY OF SHAWANO - SHAWANO COUNTY","468","428","241","12"
"2021 Spring Primary","60002","TOWN OF GREENBUSH - SHEBOYGAN COUNTY","61","60","41","0"
"2021 Spring Primary","60004","TOWN OF HERMAN - SHEBOYGAN COUNTY","50","50","24","0"
"2021 Spring Primary","60006","TOWN OF HOLLAND - SHEBOYGAN COUNTY","101","100","42","1"
"2021 Spring Primary","60008","TOWN OF LIMA - SHEBOYGAN COUNTY","82","64","23","0"
"2021 Spring Primary","60010","TOWN OF LYNDON - SHEBOYGAN COUNTY","40","40","14","0"
"2021 Spring Primary","60012","TOWN OF MITCHELL - SHEBOYGAN COUNTY","58","57","22","0"
"2021 Spring Primary","60014","TOWN OF MOSEL - SHEBOYGAN COUNTY","33","33","14","0"
"2021 Spring Primary","60016","TOWN OF PLYMOUTH - SHEBOYGAN COUNTY","181","181","75","2"
"2021 Spring Primary","60018","TOWN OF RHINE - SHEBOYGAN COUNTY","84","84","30","0"
"2021 Spring Primary","60020","TOWN OF RUSSELL - SHEBOYGAN COUNTY","9","6","0","0"
"2021 Spring Primary","60022","TOWN OF SCOTT - SHEBOYGAN COUNTY","24","24","1","0"
"2021 Spring Primary","60024","TOWN OF SHEBOYGAN - SHEBOYGAN COUNTY","551","551","292","25"
"2021 Spring Primary","60026","TOWN OF SHEBOYGAN FALLS - SHEBOYGAN COUNTY","46","46","22","2"
"2021 Spring Primary","60028","TOWN OF SHERMAN - SHEBOYGAN COUNTY","41","41","4","0"
"2021 Spring Primary","60030","TOWN OF WILSON - SHEBOYGAN COUNTY","177","177","94","5"
"2021 Spring Primary","60101","VILLAGE OF ADELL - SHEBOYGAN COUNTY","8","8","3","0"
"2021 Spring Primary","60111","VILLAGE OF CASCADE - SHEBOYGAN COUNTY","6","6","4","0"
"2021 Spring Primary","60112","VILLAGE OF CEDAR GROVE - SHEBOYGAN COUNTY","29","26","11","0"
"2021 Spring Primary","60121","VILLAGE OF ELKHART LAKE - SHEBOYGAN COUNTY","68","49","32","4"
"2021 Spring Primary","60131","VILLAGE OF GLENBEULAH - SHEBOYGAN COUNTY","5","5","4","0"
"2021 Spring Primary","60135","VILLAGE OF HOWARDS GROVE - SHEBOYGAN COUNTY","100","100","42","8"
"2021 Spring Primary","60141","VILLAGE OF KOHLER - SHEBOYGAN COUNTY","61","57","23","5"
"2021 Spring Primary","60165","VILLAGE OF OOSTBURG - SHEBOYGAN COUNTY","140","139","59","5"
"2021 Spring Primary","60176","VILLAGE OF RANDOM LAKE - SHEBOYGAN COUNTY","61","61","20","1"
"2021 Spring Primary","60191","VILLAGE OF WALDO - SHEBOYGAN COUNTY","3","3","1","0"
"2021 Spring Primary","60271","CITY OF PLYMOUTH - SHEBOYGAN COUNTY","504","504","190","8"
"2021 Spring Primary","60281","CITY OF SHEBOYGAN - SHEBOYGAN COUNTY","3260","3258","1826","305"
"2021 Spring Primary","60282","CITY OF SHEBOYGAN FALLS - SHEBOYGAN COUNTY","451","451","155","8"
"2021 Spring Primary","61002","TOWN OF AURORA - TAYLOR COUNTY","4","1","0","0"
"2021 Spring Primary","61004","TOWN OF BROWNING - TAYLOR COUNTY","5","5","3","0"
"2021 Spring Primary","61006","TOWN OF CHELSEA - TAYLOR COUNTY","17","12","2","0"
"2021 Spring Primary","61008","TOWN OF CLEVELAND - TAYLOR COUNTY","4","0","0",""
"2021 Spring Primary","61010","TOWN OF DEER CREEK - TAYLOR COUNTY","2","2","2","0"
"2021 Spring Primary","61012","TOWN OF FORD - TAYLOR COUNTY","3","0","0",""
"2021 Spring Primary","61014","TOWN OF GOODRICH - TAYLOR COUNTY","9","2","0","0"
"2021 Spring Primary","61016","TOWN OF GREENWOOD - TAYLOR COUNTY","11","7","0","0"
"2021 Spring Primary","61018","TOWN OF GROVER - TAYLOR COUNTY","1","0","0",""
"2021 Spring Primary","61020","TOWN OF HAMMEL - TAYLOR COUNTY","26","20","9","0"
"2021 Spring Primary","61022","TOWN OF HOLWAY - TAYLOR COUNTY","3","3","0","0"
"2021 Spring Primary","61024","TOWN OF JUMP RIVER - TAYLOR COUNTY","5","0","0",""
"2021 Spring Primary","61026","TOWN OF LITTLE BLACK - TAYLOR COUNTY","15","15","9","0"
"2021 Spring Primary","61028","TOWN OF MAPLEHURST - TAYLOR COUNTY","7","2","1","0"
"2021 Spring Primary","61030","TOWN OF MCKINLEY - TAYLOR COUNTY","6","0","0",""
"2021 Spring Primary","61032","TOWN OF MEDFORD - TAYLOR COUNTY","29","29","13","0"
"2021 Spring Primary","61034","TOWN OF MOLITOR - TAYLOR COUNTY","2","2","0","0"
"2021 Spring Primary","61038","TOWN OF RIB LAKE - TAYLOR COUNTY","4","4","3","0"
"2021 Spring Primary","61040","TOWN OF ROOSEVELT - TAYLOR COUNTY","10","9","0","0"
"2021 Spring Primary","61044","TOWN OF WESTBORO - TAYLOR COUNTY","19","15","5","0"
"2021 Spring Primary","61131","VILLAGE OF GILMAN - TAYLOR COUNTY","4","2","0","0"
"2021 Spring Primary","61146","VILLAGE OF LUBLIN - TAYLOR COUNTY","5","4","0","0"
"2021 Spring Primary","61176","VILLAGE OF RIB LAKE - TAYLOR COUNTY","25","19","16","0"
"2021 Spring Primary","61181","VILLAGE OF STETSONVILLE - TAYLOR COUNTY","22","13","4","0"
"2021 Spring Primary","61251","CITY OF MEDFORD - TAYLOR COUNTY","159","158","74","2"
"2021 Spring Primary","62002","TOWN OF ALBION - TREMPEALEAU COUNTY","14","0","0",""
"2021 Spring Primary","62004","TOWN OF ARCADIA - TREMPEALEAU COUNTY","61","48","4","0"
"2021 Spring Primary","62006","TOWN OF BURNSIDE - TREMPEALEAU COUNTY","6","4","0","0"
"2021 Spring Primary","62008","TOWN OF CALEDONIA - TREMPEALEAU COUNTY","33","21","0","0"
"2021 Spring Primary","62010","TOWN OF CHIMNEY ROCK - TREMPEALEAU COUNTY","3","3","3","0"
"2021 Spring Primary","62012","TOWN OF DODGE - TREMPEALEAU COUNTY","12","12","0","0"
"2021 Spring Primary","62014","TOWN OF ETTRICK - TREMPEALEAU COUNTY","27","27","2","0"
"2021 Spring Primary","62016","TOWN OF GALE - TREMPEALEAU COUNTY","61","57","30","0"
"2021 Spring Primary","62018","TOWN OF HALE - TREMPEALEAU COUNTY","29","26","10","0"
"2021 Spring Primary","62020","TOWN OF LINCOLN - TREMPEALEAU COUNTY","9","0","0",""
"2021 Spring Primary","62022","TOWN OF PIGEON - TREMPEALEAU COUNTY","16","0","0",""
"2021 Spring Primary","62024","TOWN OF PRESTON - TREMPEALEAU COUNTY","20","0","0",""
"2021 Spring Primary","62026","TOWN OF SUMNER - TREMPEALEAU COUNTY","16","0","0",""
"2021 Spring Primary","62028","TOWN OF TREMPEALEAU - TREMPEALEAU COUNTY","36","31","13","1"
"2021 Spring Primary","62030","TOWN OF UNITY - TREMPEALEAU COUNTY","8","4","0","0"
"2021 Spring Primary","62121","VILLAGE OF ELEVA - TREMPEALEAU COUNTY","42","40","14","0"
"2021 Spring Primary","62122","VILLAGE OF ETTRICK - TREMPEALEAU COUNTY","4","0","0",""
"2021 Spring Primary","62173","VILLAGE OF PIGEON FALLS - TREMPEALEAU COUNTY","18","13","2","1"
"2021 Spring Primary","62181","VILLAGE OF STRUM - TREMPEALEAU COUNTY","33","32","7","0"
"2021 Spring Primary","62186","VILLAGE OF TREMPEALEAU - TREMPEALEAU COUNTY","70","70","24","0"
"2021 Spring Primary","62201","CITY OF ARCADIA - TREMPEALEAU COUNTY","38","38","18","0"
"2021 Spring Primary","62206","CITY OF BLAIR - TREMPEALEAU COUNTY","18","18","10","0"
"2021 Spring Primary","62231","CITY OF GALESVILLE - TREMPEALEAU COUNTY","59","59","20","0"
"2021 Spring Primary","62241","CITY OF INDEPENDENCE - TREMPEALEAU COUNTY","30","30","21","0"
"2021 Spring Primary","62265","CITY OF OSSEO - TREMPEALEAU COUNTY","30","30","14","0"
"2021 Spring Primary","62291","CITY OF WHITEHALL - TREMPEALEAU COUNTY","48","48","26","3"
"2021 Spring Primary","63002","TOWN OF BERGEN - VERNON COUNTY","59","46","6","0"
"2021 Spring Primary","63004","TOWN OF CHRISTIANA - VERNON COUNTY","24","18","1","0"
"2021 Spring Primary","63006","TOWN OF CLINTON - VERNON COUNTY","5","0","0",""
"2021 Spring Primary","63008","TOWN OF COON - VERNON COUNTY","28","19","9","0"
"2021 Spring Primary","63010","TOWN OF FOREST - VERNON COUNTY","4","0","0",""
"2021 Spring Primary","63012","TOWN OF FRANKLIN - VERNON COUNTY","35","9","3","0"
"2021 Spring Primary","63014","TOWN OF GENOA - VERNON COUNTY","20","12","0","0"
"2021 Spring Primary","63016","TOWN OF GREENWOOD - VERNON COUNTY","9","5","0","0"
"2021 Spring Primary","63018","TOWN OF HAMBURG - VERNON COUNTY","19","8","0","0"
"2021 Spring Primary","63020","TOWN OF HARMONY - VERNON COUNTY","14","0","0",""
"2021 Spring Primary","63022","TOWN OF HILLSBORO - VERNON COUNTY","14","12","4","0"
"2021 Spring Primary","63024","TOWN OF JEFFERSON - VERNON COUNTY","26","14","0","0"
"2021 Spring Primary","63026","TOWN OF KICKAPOO - VERNON COUNTY","33","30","1","0"
"2021 Spring Primary","63028","TOWN OF LIBERTY - VERNON COUNTY","6","6","2","0"
"2021 Spring Primary","63030","TOWN OF STARK - VERNON COUNTY","5","0","0",""
"2021 Spring Primary","63032","TOWN OF STERLING - VERNON COUNTY","31","5","3","0"
"2021 Spring Primary","63034","TOWN OF UNION - VERNON COUNTY","22","20","3","0"
"2021 Spring Primary","63036","TOWN OF VIROQUA - VERNON COUNTY","61","54","5","0"
"2021 Spring Primary","63038","TOWN OF WEBSTER - VERNON COUNTY","26","12","0","0"
"2021 Spring Primary","63040","TOWN OF WHEATLAND - VERNON COUNTY","14","0","0",""
"2021 Spring Primary","63042","TOWN OF WHITESTOWN - VERNON COUNTY","7","0","0",""
"2021 Spring Primary","63111","VILLAGE OF CHASEBURG - VERNON COUNTY","5","3","0","0"
"2021 Spring Primary","63112","VILLAGE OF COON VALLEY - VERNON COUNTY","40","35","9","0"
"2021 Spring Primary","63116","VILLAGE OF DE SOTO - MULTIPLE COUNTIES","5","5","4","0"
"2021 Spring Primary","63131","VILLAGE OF GENOA - VERNON COUNTY","1","0","0",""
"2021 Spring Primary","63146","VILLAGE OF LA FARGE - VERNON COUNTY","10","9","0","0"
"2021 Spring Primary","63165","VILLAGE OF ONTARIO - MULTIPLE COUNTIES","2","2","0","0"
"2021 Spring Primary","63176","VILLAGE OF READSTOWN - VERNON COUNTY","11","7","1","0"
"2021 Spring Primary","63181","VILLAGE OF STODDARD - VERNON COUNTY","38","38","18","0"
"2021 Spring Primary","63236","CITY OF HILLSBORO - VERNON COUNTY","56","48","9","2"
"2021 Spring Primary","63286","CITY OF VIROQUA - VERNON COUNTY","252","252","103","2"
"2021 Spring Primary","63291","CITY OF WESTBY - VERNON COUNTY","131","119","39","0"
"2021 Spring Primary","64002","TOWN OF ARBOR VITAE - VILAS COUNTY","197","177","81","3"
"2021 Spring Primary","64004","TOWN OF BOULDER JUNCTION - VILAS COUNTY","63","63","25","3"
"2021 Spring Primary","64006","TOWN OF CLOVERLAND - VILAS COUNTY","49","49","23","1"
"2021 Spring Primary","64008","TOWN OF CONOVER - VILAS COUNTY","40","40","8","0"
"2021 Spring Primary","64010","TOWN OF LAC DU FLAMBEAU - VILAS COUNTY","154","151","37","0"
"2021 Spring Primary","64012","TOWN OF LAND O-LAKES - VILAS COUNTY","37","36","15","0"
"2021 Spring Primary","64014","TOWN OF LINCOLN - VILAS COUNTY","116","116","49","2"
"2021 Spring Primary","64016","TOWN OF MANITOWISH WATERS - VILAS COUNTY","39","39","19","0"
"2021 Spring Primary","64018","TOWN OF PHELPS - VILAS COUNTY","58","58","29","0"
"2021 Spring Primary","64020","TOWN OF PLUM LAKE - VILAS COUNTY","34","28","18","0"
"2021 Spring Primary","64022","TOWN OF PRESQUE ISLE - VILAS COUNTY","21","21","12","4"
"2021 Spring Primary","64024","TOWN OF ST. GERMAIN - VILAS COUNTY","135","135","38","0"
"2021 Spring Primary","64026","TOWN OF WASHINGTON - VILAS COUNTY","75","75","28","1"
"2021 Spring Primary","64028","TOWN OF WINCHESTER - VILAS COUNTY","29","29","13","0"
"2021 Spring Primary","64221","CITY OF EAGLE RIVER - VILAS COUNTY","110","98","31","1"
"2021 Spring Primary","65002","TOWN OF BLOOMFIELD - WALWORTH COUNTY","65","62","16","0"
"2021 Spring Primary","65004","TOWN OF DARIEN - WALWORTH COUNTY","80","76","32","1"
"2021 Spring Primary","65006","TOWN OF DELAVAN - WALWORTH COUNTY","205","198","106","10"
"2021 Spring Primary","65008","TOWN OF EAST TROY - WALWORTH COUNTY","263","263","144","39"
"2021 Spring Primary","65010","TOWN OF GENEVA - WALWORTH COUNTY","222","222","89","13"
"2021 Spring Primary","65012","TOWN OF LAFAYETTE - WALWORTH COUNTY","42","42","27","0"
"2021 Spring Primary","65014","TOWN OF LA GRANGE - WALWORTH COUNTY","88","86","26","0"
"2021 Spring Primary","65016","TOWN OF LINN - WALWORTH COUNTY","65","65","24","6"
"2021 Spring Primary","65018","TOWN OF LYONS - WALWORTH COUNTY","135","135","32","0"
"2021 Spring Primary","65020","TOWN OF RICHMOND - WALWORTH COUNTY","59","59","17","2"
"2021 Spring Primary","65022","TOWN OF SHARON - WALWORTH COUNTY","24","24","10","2"
"2021 Spring Primary","65024","TOWN OF SPRING PRAIRIE - WALWORTH COUNTY","122","122","38","0"
"2021 Spring Primary","65026","TOWN OF SUGAR CREEK - WALWORTH COUNTY","154","154","49","1"
"2021 Spring Primary","65028","TOWN OF TROY - WALWORTH COUNTY","137","137","68","4"
"2021 Spring Primary","65030","TOWN OF WALWORTH - WALWORTH COUNTY","83","83","21","0"
"2021 Spring Primary","65032","TOWN OF WHITEWATER - WALWORTH COUNTY","81","81","45","5"
"2021 Spring Primary","65115","VILLAGE OF BLOOMFIELD - WALWORTH COUNTY","129","128","28","0"
"2021 Spring Primary","65116","VILLAGE OF DARIEN - WALWORTH COUNTY","32","32","11","2"
"2021 Spring Primary","65121","VILLAGE OF EAST TROY - WALWORTH COUNTY","220","220","59","1"
"2021 Spring Primary","65126","VILLAGE OF FONTANA - WALWORTH COUNTY","71","71","30","1"
"2021 Spring Primary","65131","VILLAGE OF GENOA CITY - MULTIPLE COUNTIES","57","57","13","0"
"2021 Spring Primary","65181","VILLAGE OF SHARON - WALWORTH COUNTY","40","40","9","0"
"2021 Spring Primary","65191","VILLAGE OF WALWORTH - WALWORTH COUNTY","121","121","50","2"
"2021 Spring Primary","65192","VILLAGE OF WILLIAMS BAY - WALWORTH COUNTY","152","152","47","9"
"2021 Spring Primary","65216","CITY OF DELAVAN - WALWORTH COUNTY","299","299","74","4"
"2021 Spring Primary","65221","CITY OF ELKHORN - WALWORTH COUNTY","458","458","152","7"
"2021 Spring Primary","65246","CITY OF LAKE GENEVA - WALWORTH COUNTY","425","425","116","5"
"2021 Spring Primary","65291","CITY OF WHITEWATER - MULTIPLE COUNTIES","576","574","283","16"
"2021 Spring Primary","66002","TOWN OF BARRONETT - WASHBURN COUNTY","24","24","15","0"
"2021 Spring Primary","66004","TOWN OF BASHAW - WASHBURN COUNTY","60","53","2","0"
"2021 Spring Primary","66006","TOWN OF BASS LAKE - WASHBURN COUNTY","11","10","0","0"
"2021 Spring Primary","66008","TOWN OF BEAVER BROOK - WASHBURN COUNTY","24","21","3","0"
"2021 Spring Primary","66010","TOWN OF BIRCHWOOD - WASHBURN COUNTY","38","38","12","0"
"2021 Spring Primary","66012","TOWN OF BROOKLYN - WASHBURN COUNTY","8","7","3","0"
"2021 Spring Primary","66014","TOWN OF CASEY - WASHBURN COUNTY","21","18","5","0"
"2021 Spring Primary","66016","TOWN OF CHICOG - WASHBURN COUNTY","7","7","2","0"
"2021 Spring Primary","66018","TOWN OF CRYSTAL - WASHBURN COUNTY","10","4","2","0"
"2021 Spring Primary","66020","TOWN OF EVERGREEN - WASHBURN COUNTY","35","35","9","0"
"2021 Spring Primary","66022","TOWN OF FROG CREEK - WASHBURN COUNTY","2","2","0","0"
"2021 Spring Primary","66024","TOWN OF GULL LAKE - WASHBURN COUNTY","10","0","0",""
"2021 Spring Primary","66026","TOWN OF LONG LAKE - WASHBURN COUNTY","26","13","3","0"
"2021 Spring Primary","66028","TOWN OF MADGE - WASHBURN COUNTY","39","37","14","0"
"2021 Spring Primary","66030","TOWN OF MINONG - WASHBURN COUNTY","43","42","17","2"
"2021 Spring Primary","66032","TOWN OF SARONA - WASHBURN COUNTY","8","6","0","0"
"2021 Spring Primary","66034","TOWN OF SPOONER - WASHBURN COUNTY","31","20","9","0"
"2021 Spring Primary","66036","TOWN OF SPRINGBROOK - WASHBURN COUNTY","23","11","0","0"
"2021 Spring Primary","66040","TOWN OF STONE LAKE - WASHBURN COUNTY","18","15","2","0"
"2021 Spring Primary","66042","TOWN OF TREGO - WASHBURN COUNTY","48","39","10","0"
"2021 Spring Primary","66106","VILLAGE OF BIRCHWOOD - WASHBURN COUNTY","14","13","1","0"
"2021 Spring Primary","66151","VILLAGE OF MINONG - WASHBURN COUNTY","7","6","1","0"
"2021 Spring Primary","66281","CITY OF SPOONER - WASHBURN COUNTY","196","196","67","0"
"2021 Spring Primary","66282","CITY OF SHELL LAKE - WASHBURN COUNTY","79","58","26","4"
"2021 Spring Primary","67002","TOWN OF ADDISON - WASHINGTON COUNTY","61","61","34","3"
"2021 Spring Primary","67004","TOWN OF BARTON - WASHINGTON COUNTY","93","93","34","1"
"2021 Spring Primary","67006","TOWN OF ERIN - WASHINGTON COUNTY","124","124","53","5"
"2021 Spring Primary","67008","TOWN OF FARMINGTON - WASHINGTON COUNTY","171","171","57","0"
"2021 Spring Primary","67010","TOWN OF GERMANTOWN - WASHINGTON COUNTY","9","9","1","0"
"2021 Spring Primary","67012","TOWN OF HARTFORD - WASHINGTON COUNTY","157","157","69","8"
"2021 Spring Primary","67014","TOWN OF JACKSON - WASHINGTON COUNTY","189","188","67","13"
"2021 Spring Primary","67016","TOWN OF KEWASKUM - WASHINGTON COUNTY","53","53","14","0"
"2021 Spring Primary","67018","TOWN OF POLK - WASHINGTON COUNTY","203","203","70","12"
"2021 Spring Primary","67022","TOWN OF TRENTON - WASHINGTON COUNTY","173","173","64","5"
"2021 Spring Primary","67024","TOWN OF WAYNE - WASHINGTON COUNTY","48","47","11","0"
"2021 Spring Primary","67026","TOWN OF WEST BEND - WASHINGTON COUNTY","418","259","124","3"
"2021 Spring Primary","67131","VILLAGE OF GERMANTOWN - WASHINGTON COUNTY","1173","1172","415","43"
"2021 Spring Primary","67141","VILLAGE OF JACKSON - WASHINGTON COUNTY","207","207","121","12"
"2021 Spring Primary","67142","VILLAGE OF KEWASKUM - MULTIPLE COUNTIES","202","201","82","6"
"2021 Spring Primary","67161","VILLAGE OF NEWBURG - MULTIPLE COUNTIES","37","37","10","0"
"2021 Spring Primary","67166","VILLAGE OF RICHFIELD - WASHINGTON COUNTY","417","417","223","77"
"2021 Spring Primary","67181","VILLAGE OF SLINGER - WASHINGTON COUNTY","220","220","100","3"
"2021 Spring Primary","67236","CITY OF HARTFORD - MULTIPLE COUNTIES","621","618","296","41"
"2021 Spring Primary","67291","CITY OF WEST BEND - WASHINGTON COUNTY","2108","2100","699","78"
"2021 Spring Primary","68002","TOWN OF BROOKFIELD - WAUKESHA COUNTY","542","542","185","12"
"2021 Spring Primary","68004","TOWN OF DELAFIELD - WAUKESHA COUNTY","401","401","143","25"
"2021 Spring Primary","68006","TOWN OF EAGLE - WAUKESHA COUNTY","129","129","45","8"
"2021 Spring Primary","68008","TOWN OF GENESEE - WAUKESHA COUNTY","281","278","102","19"
"2021 Spring Primary","68010","TOWN OF LISBON - WAUKESHA COUNTY","510","510","150","7"
"2021 Spring Primary","68014","TOWN OF MERTON - WAUKESHA COUNTY","401","400","120","15"
"2021 Spring Primary","68016","TOWN OF MUKWONAGO - WAUKESHA COUNTY","174","174","89","12"
"2021 Spring Primary","68022","TOWN OF OCONOMOWOC - WAUKESHA COUNTY","499","493","235","45"
"2021 Spring Primary","68024","TOWN OF OTTAWA - WAUKESHA COUNTY","182","181","56","3"
"2021 Spring Primary","68106","VILLAGE OF BIG BEND - WAUKESHA COUNTY","40","14","0","0"
"2021 Spring Primary","68107","VILLAGE OF BUTLER - WAUKESHA COUNTY","109","108","35","1"
"2021 Spring Primary","68111","VILLAGE OF CHENEQUA - WAUKESHA COUNTY","32","24","8","1"
"2021 Spring Primary","68116","VILLAGE OF DOUSMAN - WAUKESHA COUNTY","222","180","59","4"
"2021 Spring Primary","68121","VILLAGE OF EAGLE - WAUKESHA COUNTY","63","53","15","2"
"2021 Spring Primary","68122","VILLAGE OF ELM GROVE - WAUKESHA COUNTY","466","466","180","30"
"2021 Spring Primary","68136","VILLAGE OF HARTLAND - WAUKESHA COUNTY","349","349","89","8"
"2021 Spring Primary","68146","VILLAGE OF LAC LA BELLE - MULTIPLE COUNTIES","18","18","6","0"
"2021 Spring Primary","68147","VILLAGE OF LANNON - WAUKESHA COUNTY","36","0","0",""
"2021 Spring Primary","68151","VILLAGE OF MENOMONEE FALLS - WAUKESHA COUNTY","2527","2527","1061","79"
"2021 Spring Primary","68152","VILLAGE OF MERTON - WAUKESHA COUNTY","102","0","0",""
"2021 Spring Primary","68153","VILLAGE OF MUKWONAGO - MULTIPLE COUNTIES","368","368","118","6"
"2021 Spring Primary","68158","VILLAGE OF NASHOTAH - WAUKESHA COUNTY","75","15","7","3"
"2021 Spring Primary","68161","VILLAGE OF NORTH PRAIRIE - WAUKESHA COUNTY","69","68","17","0"
"2021 Spring Primary","68166","VILLAGE OF OCONOMOWOC LAKE - WAUKESHA COUNTY","22","22","13","4"
"2021 Spring Primary","68171","VILLAGE OF PEWAUKEE - WAUKESHA COUNTY","480","480","149","16"
"2021 Spring Primary","68172","VILLAGE OF SUMMIT - WAUKESHA COUNTY","247","247","92","12"
"2021 Spring Primary","68181","VILLAGE OF SUSSEX - WAUKESHA COUNTY","463","463","151","16"
"2021 Spring Primary","68186","VILLAGE OF VERNON - WAUKESHA COUNTY","462","462","165","7"
"2021 Spring Primary","68191","VILLAGE OF WALES - WAUKESHA COUNTY","108","90","18","2"
"2021 Spring Primary","68195","VILLAGE OF WAUKESHA - WAUKESHA COUNTY","581","581","234","32"
"2021 Spring Primary","68206","CITY OF BROOKFIELD - WAUKESHA COUNTY","2923","2921","1129","206"
"2021 Spring Primary","68216","CITY OF DELAFIELD - WAUKESHA COUNTY","447","447","137","26"
"2021 Spring Primary","68251","CITY OF MUSKEGO - WAUKESHA COUNTY","1359","1359","569","36"
"2021 Spring Primary","68261","CITY OF NEW BERLIN - WAUKESHA COUNTY","2603","2603","925","94"
"2021 Spring Primary","68265","CITY OF OCONOMOWOC - WAUKESHA COUNTY","1507","1506","649","47"
"2021 Spring Primary","68270","CITY OF PEWAUKEE - WAUKESHA COUNTY","648","646","252","20"
"2021 Spring Primary","68291","CITY OF WAUKESHA - WAUKESHA COUNTY","4219","4193","1488","48"
"2021 Spring Primary","69002","TOWN OF BEAR CREEK - WAUPACA COUNTY","11","11","3","0"
"2021 Spring Primary","69004","TOWN OF CALEDONIA - WAUPACA COUNTY","56","56","20","0"
"2021 Spring Primary","69006","TOWN OF DAYTON - WAUPACA COUNTY","95","95","33","3"
"2021 Spring Primary","69008","TOWN OF DUPONT - WAUPACA COUNTY","14","14","0","0"
"2021 Spring Primary","69010","TOWN OF FARMINGTON - WAUPACA COUNTY","262","262","62","5"
"2021 Spring Primary","69012","TOWN OF FREMONT - WAUPACA COUNTY","12","12","5","0"
"2021 Spring Primary","69014","TOWN OF HARRISON - WAUPACA COUNTY","8","8","3","0"
"2021 Spring Primary","69016","TOWN OF HELVETIA - WAUPACA COUNTY","13","13","4","0"
"2021 Spring Primary","69018","TOWN OF IOLA - WAUPACA COUNTY","30","30","6","0"
"2021 Spring Primary","69020","TOWN OF LARRABEE - WAUPACA COUNTY","35","35","18","0"
"2021 Spring Primary","69022","TOWN OF LEBANON - WAUPACA COUNTY","36","36","10","0"
"2021 Spring Primary","69024","TOWN OF LIND - WAUPACA COUNTY","38","38","15","0"
"2021 Spring Primary","69026","TOWN OF LITTLE WOLF - WAUPACA COUNTY","36","36","9","0"
"2021 Spring Primary","69028","TOWN OF MATTESON - WAUPACA COUNTY","26","26","15","2"
"2021 Spring Primary","69030","TOWN OF MUKWA - WAUPACA COUNTY","104","98","41","0"
"2021 Spring Primary","69032","TOWN OF ROYALTON - WAUPACA COUNTY","58","57","11","0"
"2021 Spring Primary","69034","TOWN OF SAINT LAWRENCE - WAUPACA COUNTY","30","30","14","0"
"2021 Spring Primary","69036","TOWN OF SCANDINAVIA - WAUPACA COUNTY","62","62","22","0"
"2021 Spring Primary","69038","TOWN OF UNION - WAUPACA COUNTY","19","19","7","0"
"2021 Spring Primary","69040","TOWN OF WAUPACA - WAUPACA COUNTY","22","22","7","0"
"2021 Spring Primary","69042","TOWN OF WEYAUWEGA - WAUPACA COUNTY","8","8","2","0"
"2021 Spring Primary","69044","TOWN OF WYOMING - WAUPACA COUNTY","9","9","4","0"
